,Unnamed: 0,timestamp,capacite,gid,horaires,id,last_update,last_update_fme,nb_tot_place_dispo,nom,p_surv,place_handi
17,17,2022-01-15 05:10:14+01:00,107,16,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Réservé aux abonnés PREMIUM",OULN,2022-01-14 01:31:20,2022-01-14 06:00:27,0.0,Parc Relais TCL Oullins La Saulaie Nord,True,2
18,18,2022-01-15 05:10:14+01:00,164,106,En accès libre - Présence de 10 arceaux et 20 consignes vélos,PORL,2022-01-14 01:31:20,2022-01-14 06:00:27,,Parc Relais TCL Porte de Lyon,False,3
19,19,2022-01-15 05:10:14+01:00,745,24,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",VEN,2022-01-14 01:31:20,2022-01-14 06:00:27,0.0,Parc Relais TCL Gare de Vénissieux,True,21
20,20,2022-01-15 05:10:14+01:00,80,8,En accès libre,FEY,2022-01-14 01:31:20,2022-01-14 06:00:27,-1.0,Parc Relais TCL Feyssine,True,0
21,21,2022-01-15 05:10:14+01:00,69,104,En accès libre,GREY,2022-01-14 01:31:20,2022-01-14 06:00:27,,Parc Relais TCL Grézieu la Varenne,False,2
0,0,2022-01-18 04:15:01+01:00,298,18,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",PAR,2022-01-18 04:11:00,2022-01-18 04:14:05,292.0,Parc Relais TCL Parilly,True,6
1,1,2022-01-18 04:15:01+01:00,680,10,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",GOR,2022-01-18 04:11:00,2022-01-18 04:14:05,652.0,Parc Relais TCL Gorge de Loup,True,19
2,2,2022-01-18 04:15:01+01:00,57,7,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECG,2022-01-18 04:11:00,2022-01-18 04:14:05,55.0,Parc Relais TCL Décines Grand Large,True,2
3,3,2022-01-18 04:15:01+01:00,123,3,"Ouvert de 5h00 à 17h30, du lundi au dimanche - Accès libre en dehors de ces horaires",BELA,2022-01-18 04:11:00,2022-01-18 04:14:05,119.0,Parc Relais TCL St Priest Bel Air,True,4
4,4,2022-01-18 04:15:01+01:00,416,26,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Niveau 3 réservé aux abonnés PREMIUM : 100 places dont 3 places handicapés",MERP,2022-01-18 04:11:00,2022-01-18 04:14:05,309.0,Parc Relais TCL Mermoz Pinel,True,10
5,5,2022-01-18 04:15:01+01:00,107,13,Ouvert de 4h30 à 1h00 du lundi au dimanche,MEYG,2022-01-18 04:11:00,2022-01-18 04:14:05,104.0,Parc Relais TCL Meyzieu Gare,True,3
6,6,2022-01-18 04:15:01+01:00,521,22,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",VAI1,2022-01-18 04:11:00,2022-01-18 04:14:05,492.0,Parc Relais TCL Vaise 1,True,10
7,7,2022-01-18 04:15:01+01:00,80,5,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",CUI,2022-01-18 04:11:00,2022-01-18 04:14:05,78.0,Parc Relais TCL Cuire,False,2
8,8,2022-01-18 04:15:01+01:00,108,6,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECC,2022-01-18 04:11:00,2022-01-18 04:14:05,105.0,Parc Relais TCL Décines Centre,True,3
9,9,2022-01-18 04:15:01+01:00,306,17,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",OULS,2022-01-18 04:11:00,2022-01-18 04:14:05,299.0,Parc Relais TCL Oullins La Saulaie Sud,True,7
10,10,2022-01-18 04:15:01+01:00,80,11,"Ouvert de 4h30 à 1h00, du lundi au dimanche",HFVE,2022-01-18 04:11:00,2022-01-18 04:14:05,78.0,Parc Relais TCL Hopital Feyzin Vénissieux,True,2
11,11,2022-01-18 04:15:01+01:00,474,21,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",SOI,2022-01-18 04:11:00,2022-01-18 04:14:05,460.0,Parc Relais TCL Vaulx en Velin La Soie,True,10
12,12,2022-01-18 04:15:01+01:00,1252,14,"Ouvert de 4h30 à 1h00, du lundi au vendredi - Fermé les samedis, dimanches et jours fériés",MEYP,2022-01-18 04:11:00,2022-01-18 04:14:05,1224.0,Parc Relais TCL Meyzieu les Panettes,True,27
13,13,2022-01-18 04:15:01+01:00,655,4,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",BON,2022-01-18 04:11:00,2022-01-18 04:14:05,611.0,Parc Relais TCL Laurent Bonnevay,True,20
14,14,2022-01-18 04:15:01+01:00,450,15,"Ouvert de 4h30 à 1h00, du lundi au dimanche",MEYZ,2022-01-18 04:11:00,2022-01-18 04:14:05,440.0,Parc Relais TCL Meyzieu ZI,True,10
15,15,2022-01-18 04:15:01+01:00,258,2,"Ouvert de 4h30 à 1h00, du lundi au dimanche",ALP,2022-01-17 01:31:20,2022-01-17 06:00:34,0.0,Parc Relais TCL Porte des Alpes,True,10
16,16,2022-01-18 04:15:01+01:00,294,105,En accès libre - Présence d'arceaux et consignes vélos,IRYV,2022-01-17 01:31:20,2022-01-17 06:00:34,,Parc Relais TCL Irigny-Yvours,False,7
17,17,2022-01-18 04:15:01+01:00,107,16,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Réservé aux abonnés PREMIUM",OULN,2022-01-17 01:31:20,2022-01-17 06:00:34,0.0,Parc Relais TCL Oullins La Saulaie Nord,True,2
18,18,2022-01-18 04:15:01+01:00,164,106,En accès libre - Présence de 10 arceaux et 20 consignes vélos,PORL,2022-01-17 01:31:20,2022-01-17 06:00:34,,Parc Relais TCL Porte de Lyon,False,3
19,19,2022-01-18 04:15:01+01:00,745,24,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",VEN,2022-01-17 01:31:20,2022-01-17 06:00:34,0.0,Parc Relais TCL Gare de Vénissieux,True,21
20,20,2022-01-18 04:15:01+01:00,80,8,En accès libre,FEY,2022-01-17 01:31:20,2022-01-17 06:00:34,-1.0,Parc Relais TCL Feyssine,True,0
21,21,2022-01-18 04:15:01+01:00,69,104,En accès libre,GREY,2022-01-17 01:31:20,2022-01-17 06:00:34,,Parc Relais TCL Grézieu la Varenne,False,2
0,0,2022-01-12 15:19:51+01:00,107,13,Ouvert de 4h30 à 1h00 du lundi au dimanche,MEYG,2022-01-12 15:17:00,2022-01-12 15:19:05,34.0,Parc Relais TCL Meyzieu Gare,True,3
1,1,2022-01-12 15:19:51+01:00,416,26,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Niveau 3 réservé aux abonnés PREMIUM : 100 places dont 3 places handicapés",MERP,2022-01-12 15:17:00,2022-01-12 15:19:05,9.0,Parc Relais TCL Mermoz Pinel,True,10
2,2,2022-01-12 15:19:51+01:00,80,11,"Ouvert de 4h30 à 1h00, du lundi au dimanche",HFVE,2022-01-12 15:17:00,2022-01-12 15:19:05,78.0,Parc Relais TCL Hopital Feyzin Vénissieux,True,2
3,3,2022-01-12 15:19:51+01:00,108,6,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECC,2022-01-12 15:17:00,2022-01-12 15:19:05,63.0,Parc Relais TCL Décines Centre,True,3
4,4,2022-01-12 15:19:51+01:00,298,18,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",PAR,2022-01-12 15:17:00,2022-01-12 15:19:05,92.0,Parc Relais TCL Parilly,True,6
5,5,2022-01-12 15:19:51+01:00,680,10,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",GOR,2022-01-12 15:16:00,2022-01-12 15:19:05,21.0,Parc Relais TCL Gorge de Loup,True,19
6,6,2022-01-12 15:19:51+01:00,123,3,"Ouvert de 5h00 à 17h30, du lundi au dimanche - Accès libre en dehors de ces horaires",BELA,2022-01-12 15:17:00,2022-01-12 15:19:05,113.0,Parc Relais TCL St Priest Bel Air,True,4
7,7,2022-01-12 15:19:51+01:00,450,15,"Ouvert de 4h30 à 1h00, du lundi au dimanche",MEYZ,2022-01-12 15:17:00,2022-01-12 15:19:05,440.0,Parc Relais TCL Meyzieu ZI,True,10
8,8,2022-01-12 15:19:51+01:00,655,4,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",BON,2022-01-12 15:17:00,2022-01-12 15:19:05,499.0,Parc Relais TCL Laurent Bonnevay,True,20
9,9,2022-01-12 15:19:51+01:00,474,21,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",SOI,2022-01-12 15:17:00,2022-01-12 15:19:05,110.0,Parc Relais TCL Vaulx en Velin La Soie,True,10
10,10,2022-01-12 15:19:51+01:00,258,2,"Ouvert de 4h30 à 1h00, du lundi au dimanche",ALP,2022-01-12 01:31:18,2022-01-12 06:00:33,0.0,Parc Relais TCL Porte des Alpes,True,10
11,11,2022-01-12 15:19:51+01:00,294,105,En accès libre - Présence d'arceaux et consignes vélos,IRYV,2022-01-12 01:31:18,2022-01-12 06:00:33,,Parc Relais TCL Irigny-Yvours,False,7
12,12,2022-01-12 15:19:51+01:00,107,16,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Réservé aux abonnés PREMIUM",OULN,2022-01-12 01:31:18,2022-01-12 06:00:33,0.0,Parc Relais TCL Oullins La Saulaie Nord,True,2
13,13,2022-01-12 15:19:51+01:00,164,106,En accès libre - Présence de 10 arceaux et 20 consignes vélos,PORL,2022-01-12 01:31:18,2022-01-12 06:00:33,,Parc Relais TCL Porte de Lyon,False,3
14,14,2022-01-12 15:19:51+01:00,57,7,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECG,2022-01-12 15:17:00,2022-01-12 15:19:05,22.0,Parc Relais TCL Décines Grand Large,True,2
15,15,2022-01-12 15:19:51+01:00,521,22,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",VAI1,2022-01-12 15:17:00,2022-01-12 15:19:05,135.0,Parc Relais TCL Vaise 1,True,10
16,16,2022-01-12 15:19:51+01:00,80,5,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",CUI,2022-01-12 15:17:00,2022-01-12 15:19:05,8.0,Parc Relais TCL Cuire,False,2
17,17,2022-01-12 15:19:51+01:00,1252,14,"Ouvert de 4h30 à 1h00, du lundi au vendredi - Fermé les samedis, dimanches et jours fériés",MEYP,2022-01-12 15:17:00,2022-01-12 15:19:05,1007.0,Parc Relais TCL Meyzieu les Panettes,True,27
18,18,2022-01-12 15:19:51+01:00,745,24,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",VEN,2022-01-12 01:31:18,2022-01-12 06:00:33,0.0,Parc Relais TCL Gare de Vénissieux,True,21
19,19,2022-01-12 15:19:51+01:00,306,17,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",OULS,2022-01-12 15:17:00,2022-01-12 15:19:05,7.0,Parc Relais TCL Oullins La Saulaie Sud,True,7
20,20,2022-01-12 15:19:51+01:00,80,8,En accès libre,FEY,2022-01-12 01:31:18,2022-01-12 06:00:33,-1.0,Parc Relais TCL Feyssine,True,0
21,21,2022-01-12 15:19:51+01:00,69,104,En accès libre,GREY,2022-01-12 01:31:18,2022-01-12 06:00:33,,Parc Relais TCL Grézieu la Varenne,False,2
0,0,2022-01-14 05:48:37+01:00,80,5,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",CUI,2022-01-14 05:45:00,2022-01-14 05:48:08,74.0,Parc Relais TCL Cuire,False,2
1,1,2022-01-14 05:48:37+01:00,123,3,"Ouvert de 5h00 à 17h30, du lundi au dimanche - Accès libre en dehors de ces horaires",BELA,2022-01-14 05:45:00,2022-01-14 05:48:08,119.0,Parc Relais TCL St Priest Bel Air,True,4
2,2,2022-01-14 05:48:37+01:00,521,22,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",VAI1,2022-01-14 05:45:00,2022-01-14 05:48:08,485.0,Parc Relais TCL Vaise 1,True,10
3,3,2022-01-14 05:48:37+01:00,57,7,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECG,2022-01-14 05:45:00,2022-01-14 05:48:08,54.0,Parc Relais TCL Décines Grand Large,True,2
4,4,2022-01-14 05:48:37+01:00,107,13,Ouvert de 4h30 à 1h00 du lundi au dimanche,MEYG,2022-01-14 05:45:00,2022-01-14 05:48:08,100.0,Parc Relais TCL Meyzieu Gare,True,3
5,5,2022-01-14 05:48:37+01:00,298,18,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",PAR,2022-01-14 05:45:00,2022-01-14 05:48:08,291.0,Parc Relais TCL Parilly,True,6
6,6,2022-01-14 05:48:37+01:00,416,26,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Niveau 3 réservé aux abonnés PREMIUM : 100 places dont 3 places handicapés",MERP,2022-01-14 05:45:00,2022-01-14 05:48:08,306.0,Parc Relais TCL Mermoz Pinel,True,10
7,7,2022-01-14 05:48:37+01:00,680,10,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",GOR,2022-01-14 05:45:00,2022-01-14 05:48:08,631.0,Parc Relais TCL Gorge de Loup,True,19
8,8,2022-01-14 05:48:37+01:00,306,17,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",OULS,2022-01-14 05:45:00,2022-01-14 05:48:08,258.0,Parc Relais TCL Oullins La Saulaie Sud,True,7
9,9,2022-01-14 05:48:37+01:00,108,6,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECC,2022-01-14 05:45:00,2022-01-14 05:48:08,105.0,Parc Relais TCL Décines Centre,True,3
10,10,2022-01-14 05:48:37+01:00,80,11,"Ouvert de 4h30 à 1h00, du lundi au dimanche",HFVE,2022-01-14 05:45:00,2022-01-14 05:48:08,78.0,Parc Relais TCL Hopital Feyzin Vénissieux,True,2
11,11,2022-01-14 05:48:37+01:00,474,21,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",SOI,2022-01-14 05:45:00,2022-01-14 05:48:08,454.0,Parc Relais TCL Vaulx en Velin La Soie,True,10
12,12,2022-01-14 05:48:37+01:00,1252,14,"Ouvert de 4h30 à 1h00, du lundi au vendredi - Fermé les samedis, dimanches et jours fériés",MEYP,2022-01-14 05:45:00,2022-01-14 05:48:07,1225.0,Parc Relais TCL Meyzieu les Panettes,True,27
13,13,2022-01-14 05:48:37+01:00,655,4,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",BON,2022-01-14 05:45:00,2022-01-14 05:48:08,607.0,Parc Relais TCL Laurent Bonnevay,True,20
14,14,2022-01-14 05:48:37+01:00,450,15,"Ouvert de 4h30 à 1h00, du lundi au dimanche",MEYZ,2022-01-14 05:45:00,2022-01-14 05:48:08,440.0,Parc Relais TCL Meyzieu ZI,True,10
15,15,2022-01-14 05:48:37+01:00,258,2,"Ouvert de 4h30 à 1h00, du lundi au dimanche",ALP,2022-01-13 01:31:21,2022-01-13 06:00:44,0.0,Parc Relais TCL Porte des Alpes,True,10
16,16,2022-01-14 05:48:37+01:00,294,105,En accès libre - Présence d'arceaux et consignes vélos,IRYV,2022-01-13 01:31:21,2022-01-13 06:00:44,,Parc Relais TCL Irigny-Yvours,False,7
17,17,2022-01-14 05:48:37+01:00,107,16,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Réservé aux abonnés PREMIUM",OULN,2022-01-13 01:31:21,2022-01-13 06:00:44,0.0,Parc Relais TCL Oullins La Saulaie Nord,True,2
18,18,2022-01-14 05:48:37+01:00,164,106,En accès libre - Présence de 10 arceaux et 20 consignes vélos,PORL,2022-01-13 01:31:21,2022-01-13 06:00:44,,Parc Relais TCL Porte de Lyon,False,3
19,19,2022-01-14 05:48:37+01:00,745,24,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",VEN,2022-01-13 01:31:21,2022-01-13 06:00:44,0.0,Parc Relais TCL Gare de Vénissieux,True,21
20,20,2022-01-14 05:48:37+01:00,80,8,En accès libre,FEY,2022-01-13 01:31:21,2022-01-13 06:00:44,-1.0,Parc Relais TCL Feyssine,True,0
21,21,2022-01-14 05:48:37+01:00,69,104,En accès libre,GREY,2022-01-13 01:31:21,2022-01-13 06:00:44,,Parc Relais TCL Grézieu la Varenne,False,2
0,0,2022-01-14 02:48:32+01:00,80,5,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",CUI,2022-01-14 01:57:00,2022-01-14 02:48:11,0.0,Parc Relais TCL Cuire,False,2
1,1,2022-01-14 02:48:32+01:00,107,13,Ouvert de 4h30 à 1h00 du lundi au dimanche,MEYG,2022-01-14 01:57:00,2022-01-14 02:48:11,0.0,Parc Relais TCL Meyzieu Gare,True,3
2,2,2022-01-14 02:48:32+01:00,521,22,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",VAI1,2022-01-14 01:57:00,2022-01-14 02:48:11,0.0,Parc Relais TCL Vaise 1,True,10
3,3,2022-01-14 02:48:32+01:00,123,3,"Ouvert de 5h00 à 17h30, du lundi au dimanche - Accès libre en dehors de ces horaires",BELA,2022-01-14 01:57:00,2022-01-14 02:48:11,0.0,Parc Relais TCL St Priest Bel Air,True,4
4,4,2022-01-14 02:48:32+01:00,57,7,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECG,2022-01-14 01:57:00,2022-01-14 02:48:11,0.0,Parc Relais TCL Décines Grand Large,True,2
5,5,2022-01-14 02:48:32+01:00,298,18,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",PAR,2022-01-14 01:57:00,2022-01-14 02:48:11,0.0,Parc Relais TCL Parilly,True,6
6,6,2022-01-14 02:48:32+01:00,680,10,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",GOR,2022-01-14 01:57:00,2022-01-14 02:48:11,0.0,Parc Relais TCL Gorge de Loup,True,19
7,7,2022-01-14 02:48:32+01:00,416,26,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Niveau 3 réservé aux abonnés PREMIUM : 100 places dont 3 places handicapés",MERP,2022-01-14 01:57:00,2022-01-14 02:48:11,0.0,Parc Relais TCL Mermoz Pinel,True,10
8,8,2022-01-14 02:48:32+01:00,306,17,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",OULS,2022-01-14 01:57:00,2022-01-14 02:48:11,0.0,Parc Relais TCL Oullins La Saulaie Sud,True,7
9,9,2022-01-14 02:48:32+01:00,108,6,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECC,2022-01-14 01:57:00,2022-01-14 02:48:11,0.0,Parc Relais TCL Décines Centre,True,3
10,10,2022-01-14 02:48:32+01:00,80,11,"Ouvert de 4h30 à 1h00, du lundi au dimanche",HFVE,2022-01-14 01:57:00,2022-01-14 02:48:11,0.0,Parc Relais TCL Hopital Feyzin Vénissieux,True,2
11,11,2022-01-14 02:48:32+01:00,474,21,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",SOI,2022-01-14 01:57:00,2022-01-14 02:48:11,0.0,Parc Relais TCL Vaulx en Velin La Soie,True,10
12,12,2022-01-14 02:48:32+01:00,1252,14,"Ouvert de 4h30 à 1h00, du lundi au vendredi - Fermé les samedis, dimanches et jours fériés",MEYP,2022-01-14 01:57:00,2022-01-14 02:48:11,0.0,Parc Relais TCL Meyzieu les Panettes,True,27
13,13,2022-01-14 02:48:32+01:00,655,4,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",BON,2022-01-14 01:57:00,2022-01-14 02:48:11,0.0,Parc Relais TCL Laurent Bonnevay,True,20
14,14,2022-01-14 02:48:32+01:00,450,15,"Ouvert de 4h30 à 1h00, du lundi au dimanche",MEYZ,2022-01-14 01:57:00,2022-01-14 02:48:11,0.0,Parc Relais TCL Meyzieu ZI,True,10
15,15,2022-01-14 02:48:32+01:00,258,2,"Ouvert de 4h30 à 1h00, du lundi au dimanche",ALP,2022-01-13 01:31:21,2022-01-13 06:00:44,0.0,Parc Relais TCL Porte des Alpes,True,10
16,16,2022-01-14 02:48:32+01:00,294,105,En accès libre - Présence d'arceaux et consignes vélos,IRYV,2022-01-13 01:31:21,2022-01-13 06:00:44,,Parc Relais TCL Irigny-Yvours,False,7
17,17,2022-01-14 02:48:32+01:00,107,16,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Réservé aux abonnés PREMIUM",OULN,2022-01-13 01:31:21,2022-01-13 06:00:44,0.0,Parc Relais TCL Oullins La Saulaie Nord,True,2
18,18,2022-01-14 02:48:32+01:00,164,106,En accès libre - Présence de 10 arceaux et 20 consignes vélos,PORL,2022-01-13 01:31:21,2022-01-13 06:00:44,,Parc Relais TCL Porte de Lyon,False,3
19,19,2022-01-14 02:48:32+01:00,745,24,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",VEN,2022-01-13 01:31:21,2022-01-13 06:00:44,0.0,Parc Relais TCL Gare de Vénissieux,True,21
20,20,2022-01-14 02:48:32+01:00,80,8,En accès libre,FEY,2022-01-13 01:31:21,2022-01-13 06:00:44,-1.0,Parc Relais TCL Feyssine,True,0
21,21,2022-01-14 02:48:32+01:00,69,104,En accès libre,GREY,2022-01-13 01:31:21,2022-01-13 06:00:44,,Parc Relais TCL Grézieu la Varenne,False,2
0,0,2022-01-17 04:53:25+01:00,298,18,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",PAR,2022-01-17 04:50:00,2022-01-17 04:53:05,286.0,Parc Relais TCL Parilly,True,6
1,1,2022-01-17 04:53:25+01:00,680,10,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",GOR,2022-01-17 04:50:00,2022-01-17 04:53:05,642.0,Parc Relais TCL Gorge de Loup,True,19
2,2,2022-01-17 04:53:25+01:00,57,7,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECG,2022-01-17 04:50:00,2022-01-17 04:53:05,55.0,Parc Relais TCL Décines Grand Large,True,2
3,3,2022-01-17 04:53:25+01:00,123,3,"Ouvert de 5h00 à 17h30, du lundi au dimanche - Accès libre en dehors de ces horaires",BELA,2022-01-17 04:50:00,2022-01-17 04:53:05,119.0,Parc Relais TCL St Priest Bel Air,True,4
4,4,2022-01-17 04:53:25+01:00,416,26,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Niveau 3 réservé aux abonnés PREMIUM : 100 places dont 3 places handicapés",MERP,2022-01-17 04:50:00,2022-01-17 04:53:05,308.0,Parc Relais TCL Mermoz Pinel,True,10
5,5,2022-01-17 04:53:25+01:00,521,22,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",VAI1,2022-01-17 04:50:00,2022-01-17 04:53:05,497.0,Parc Relais TCL Vaise 1,True,10
6,6,2022-01-17 04:53:25+01:00,80,5,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",CUI,2022-01-17 04:50:00,2022-01-17 04:53:05,76.0,Parc Relais TCL Cuire,False,2
7,7,2022-01-17 04:53:25+01:00,107,13,Ouvert de 4h30 à 1h00 du lundi au dimanche,MEYG,2022-01-17 04:50:00,2022-01-17 04:53:05,104.0,Parc Relais TCL Meyzieu Gare,True,3
8,8,2022-01-17 04:53:25+01:00,306,17,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",OULS,2022-01-17 04:50:00,2022-01-17 04:53:05,281.0,Parc Relais TCL Oullins La Saulaie Sud,True,7
9,9,2022-01-17 04:53:25+01:00,108,6,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECC,2022-01-17 04:50:00,2022-01-17 04:53:05,105.0,Parc Relais TCL Décines Centre,True,3
10,10,2022-01-17 04:53:25+01:00,80,11,"Ouvert de 4h30 à 1h00, du lundi au dimanche",HFVE,2022-01-17 04:50:00,2022-01-17 04:53:05,78.0,Parc Relais TCL Hopital Feyzin Vénissieux,True,2
11,11,2022-01-17 04:53:25+01:00,474,21,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",SOI,2022-01-17 04:50:00,2022-01-17 04:53:05,460.0,Parc Relais TCL Vaulx en Velin La Soie,True,10
12,12,2022-01-17 04:53:25+01:00,1252,14,"Ouvert de 4h30 à 1h00, du lundi au vendredi - Fermé les samedis, dimanches et jours fériés",MEYP,2022-01-17 04:50:00,2022-01-17 04:53:05,1225.0,Parc Relais TCL Meyzieu les Panettes,True,27
